19:39:01.972675 IP 10.0.0.5.49750 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2022989647, win 29200, options [mss 1460,sackOK,TS val 20875896 ecr 0,nop,wscale 7], length 0
19:42:26.790117 IP 10.0.0.5.34668 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2499679662, win 29200, options [mss 1460,sackOK,TS val 20927100 ecr 0,nop,wscale 7], length 0
19:42:26.976498 IP 10.0.0.5.34669 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2349301277, win 29200, options [mss 1460,sackOK,TS val 20927147 ecr 0,nop,wscale 7], length 0
19:42:27.163662 IP 10.0.0.5.34670 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1327916440, win 29200, options [mss 1460,sackOK,TS val 20927194 ecr 0,nop,wscale 7], length 0
19:42:27.351922 IP 10.0.0.5.34671 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3267117659, win 29200, options [mss 1460,sackOK,TS val 20927241 ecr 0,nop,wscale 7], length 0
19:42:27.549198 IP 10.0.0.5.34672 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1122675034, win 29200, options [mss 1460,sackOK,TS val 20927290 ecr 0,nop,wscale 7], length 0
19:42:27.736005 IP 10.0.0.5.34673 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2757308358, win 29200, options [mss 1460,sackOK,TS val 20927337 ecr 0,nop,wscale 7], length 0
19:42:27.922124 IP 10.0.0.5.34674 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1318965450, win 29200, options [mss 1460,sackOK,TS val 20927383 ecr 0,nop,wscale 7], length 0
19:42:28.106997 IP 10.0.0.5.34675 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3713308893, win 29200, options [mss 1460,sackOK,TS val 20927430 ecr 0,nop,wscale 7], length 0
19:42:28.320669 IP 10.0.0.5.34676 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1736977412, win 29200, options [mss 1460,sackOK,TS val 20927483 ecr 0,nop,wscale 7], length 0
19:42:28.495171 IP 10.0.0.5.47723 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 269126086, win 29200, options [mss 1460,sackOK,TS val 20927527 ecr 0,nop,wscale 7], length 0
19:42:28.507245 IP 10.0.0.5.34679 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3451904795, win 29200, options [mss 1460,sackOK,TS val 20927530 ecr 0,nop,wscale 7], length 0
19:42:28.507511 IP 10.0.0.5.47725 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 3562828699, win 29200, options [mss 1460,sackOK,TS val 20927530 ecr 0,nop,wscale 7], length 0
19:42:28.520010 IP 10.0.0.5.47726 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 1491503860, win 29200, options [mss 1460,sackOK,TS val 20927533 ecr 0,nop,wscale 7], length 0
19:42:28.674090 IP 10.0.0.5.34682 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2907465566, win 29200, options [mss 1460,sackOK,TS val 20927571 ecr 0,nop,wscale 7], length 0
19:42:28.894802 IP 10.0.0.5.34683 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2754596855, win 29200, options [mss 1460,sackOK,TS val 20927626 ecr 0,nop,wscale 7], length 0
19:42:29.115466 IP 10.0.0.5.34684 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 677258590, win 29200, options [mss 1460,sackOK,TS val 20927682 ecr 0,nop,wscale 7], length 0
19:42:29.322726 IP 10.0.0.5.34685 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1377103762, win 29200, options [mss 1460,sackOK,TS val 20927733 ecr 0,nop,wscale 7], length 0
19:42:29.552713 IP 10.0.0.5.34686 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3205308629, win 29200, options [mss 1460,sackOK,TS val 20927791 ecr 0,nop,wscale 7], length 0
19:42:29.779464 IP 10.0.0.5.34687 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2453991864, win 29200, options [mss 1460,sackOK,TS val 20927848 ecr 0,nop,wscale 7], length 0
19:42:29.998713 IP 10.0.0.5.34688 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1376811841, win 29200, options [mss 1460,sackOK,TS val 20927902 ecr 0,nop,wscale 7], length 0
19:42:30.204191 IP 10.0.0.5.34689 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1339812617, win 29200, options [mss 1460,sackOK,TS val 20927954 ecr 0,nop,wscale 7], length 0
19:42:30.423615 IP 10.0.0.5.34690 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1993419300, win 29200, options [mss 1460,sackOK,TS val 20928009 ecr 0,nop,wscale 7], length 0
19:42:30.617362 IP 10.0.0.5.34691 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3532064453, win 29200, options [mss 1460,sackOK,TS val 20928057 ecr 0,nop,wscale 7], length 0
19:42:31.122230 IP 10.0.0.5.34692 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4184983574, win 29200, options [mss 1460,sackOK,TS val 20928183 ecr 0,nop,wscale 7], length 0
19:42:31.333514 IP 10.0.0.5.34693 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1489834874, win 29200, options [mss 1460,sackOK,TS val 20928236 ecr 0,nop,wscale 7], length 0
19:42:31.555426 IP 10.0.0.5.34694 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 368116631, win 29200, options [mss 1460,sackOK,TS val 20928292 ecr 0,nop,wscale 7], length 0
19:42:31.776193 IP 10.0.0.5.34695 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2316275641, win 29200, options [mss 1460,sackOK,TS val 20928347 ecr 0,nop,wscale 7], length 0
19:42:31.997209 IP 10.0.0.5.34696 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1223159888, win 29200, options [mss 1460,sackOK,TS val 20928402 ecr 0,nop,wscale 7], length 0
19:42:32.205445 IP 10.0.0.5.34697 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 299923243, win 29200, options [mss 1460,sackOK,TS val 20928454 ecr 0,nop,wscale 7], length 0
19:42:32.420929 IP 10.0.0.5.34698 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4282852658, win 29200, options [mss 1460,sackOK,TS val 20928508 ecr 0,nop,wscale 7], length 0
19:42:32.628027 IP 10.0.0.5.34699 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2666160065, win 29200, options [mss 1460,sackOK,TS val 20928560 ecr 0,nop,wscale 7], length 0
19:42:32.834573 IP 10.0.0.5.34700 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3255945777, win 29200, options [mss 1460,sackOK,TS val 20928611 ecr 0,nop,wscale 7], length 0
19:42:33.055182 IP 10.0.0.5.34701 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3839045117, win 29200, options [mss 1460,sackOK,TS val 20928667 ecr 0,nop,wscale 7], length 0
19:42:33.291943 IP 10.0.0.5.34702 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1745315945, win 29200, options [mss 1460,sackOK,TS val 20928726 ecr 0,nop,wscale 7], length 0
19:42:33.522927 IP 10.0.0.5.34703 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3329037056, win 29200, options [mss 1460,sackOK,TS val 20928784 ecr 0,nop,wscale 7], length 0
19:42:33.735028 IP 10.0.0.5.34704 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2269882559, win 29200, options [mss 1460,sackOK,TS val 20928837 ecr 0,nop,wscale 7], length 0
19:42:33.960035 IP 10.0.0.5.34705 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2791724652, win 29200, options [mss 1460,sackOK,TS val 20928893 ecr 0,nop,wscale 7], length 0
19:42:34.166224 IP 10.0.0.5.34706 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2551973192, win 29200, options [mss 1460,sackOK,TS val 20928944 ecr 0,nop,wscale 7], length 0
19:42:34.388949 IP 10.0.0.5.34707 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1903780166, win 29200, options [mss 1460,sackOK,TS val 20929000 ecr 0,nop,wscale 7], length 0
19:42:34.594086 IP 10.0.0.5.34708 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3209223494, win 29200, options [mss 1460,sackOK,TS val 20929051 ecr 0,nop,wscale 7], length 0
19:42:34.801978 IP 10.0.0.5.34709 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1521292976, win 29200, options [mss 1460,sackOK,TS val 20929103 ecr 0,nop,wscale 7], length 0
19:42:35.020683 IP 10.0.0.5.34710 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3653370948, win 29200, options [mss 1460,sackOK,TS val 20929158 ecr 0,nop,wscale 7], length 0
19:42:35.229138 IP 10.0.0.5.34711 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1517133433, win 29200, options [mss 1460,sackOK,TS val 20929210 ecr 0,nop,wscale 7], length 0
19:42:35.481430 IP 10.0.0.5.34712 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1447637142, win 29200, options [mss 1460,sackOK,TS val 20929273 ecr 0,nop,wscale 7], length 0
19:42:35.687320 IP 10.0.0.5.34713 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 546772602, win 29200, options [mss 1460,sackOK,TS val 20929325 ecr 0,nop,wscale 7], length 0
19:42:35.908900 IP 10.0.0.5.34714 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1865886097, win 29200, options [mss 1460,sackOK,TS val 20929380 ecr 0,nop,wscale 7], length 0
19:42:36.115663 IP 10.0.0.5.34715 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1934142304, win 29200, options [mss 1460,sackOK,TS val 20929432 ecr 0,nop,wscale 7], length 0
19:42:36.339891 IP 10.0.0.5.34716 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 61932282, win 29200, options [mss 1460,sackOK,TS val 20929488 ecr 0,nop,wscale 7], length 0
19:42:36.570480 IP 10.0.0.5.34717 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1242948023, win 29200, options [mss 1460,sackOK,TS val 20929545 ecr 0,nop,wscale 7], length 0
19:42:36.785197 IP 10.0.0.5.34718 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4020729996, win 29200, options [mss 1460,sackOK,TS val 20929599 ecr 0,nop,wscale 7], length 0
19:42:37.007606 IP 10.0.0.5.34719 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3749691503, win 29200, options [mss 1460,sackOK,TS val 20929655 ecr 0,nop,wscale 7], length 0
19:42:37.217684 IP 10.0.0.5.34720 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3241600962, win 29200, options [mss 1460,sackOK,TS val 20929707 ecr 0,nop,wscale 7], length 0
19:42:37.425900 IP 10.0.0.5.34721 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1777589596, win 29200, options [mss 1460,sackOK,TS val 20929759 ecr 0,nop,wscale 7], length 0
19:42:37.632980 IP 10.0.0.5.34723 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3263919837, win 29200, options [mss 1460,sackOK,TS val 20929811 ecr 0,nop,wscale 7], length 0
19:42:37.856544 IP 10.0.0.5.34724 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3249018548, win 29200, options [mss 1460,sackOK,TS val 20929867 ecr 0,nop,wscale 7], length 0
19:42:38.059487 IP 10.0.0.5.34725 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2286312152, win 29200, options [mss 1460,sackOK,TS val 20929918 ecr 0,nop,wscale 7], length 0
19:42:38.265959 IP 10.0.0.5.34726 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 49228068, win 29200, options [mss 1460,sackOK,TS val 20929969 ecr 0,nop,wscale 7], length 0
19:42:38.471961 IP 10.0.0.5.34727 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2526853487, win 29200, options [mss 1460,sackOK,TS val 20930021 ecr 0,nop,wscale 7], length 0
19:42:38.678213 IP 10.0.0.5.34729 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4037007620, win 29200, options [mss 1460,sackOK,TS val 20930072 ecr 0,nop,wscale 7], length 0
19:42:38.902681 IP 10.0.0.5.34731 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3801131302, win 29200, options [mss 1460,sackOK,TS val 20930128 ecr 0,nop,wscale 7], length 0
19:42:39.539134 IP 10.0.0.5.34734 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2191175249, win 29200, options [mss 1460,sackOK,TS val 20930288 ecr 0,nop,wscale 7], length 0
19:42:39.772505 IP 10.0.0.5.34735 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3856248785, win 29200, options [mss 1460,sackOK,TS val 20930346 ecr 0,nop,wscale 7], length 0
19:42:39.989813 IP 10.0.0.5.34736 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4017467120, win 29200, options [mss 1460,sackOK,TS val 20930400 ecr 0,nop,wscale 7], length 0
19:42:40.216473 IP 10.0.0.5.34737 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3072030918, win 29200, options [mss 1460,sackOK,TS val 20930457 ecr 0,nop,wscale 7], length 0
19:42:40.447486 IP 10.0.0.5.34738 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2824113799, win 29200, options [mss 1460,sackOK,TS val 20930515 ecr 0,nop,wscale 7], length 0
19:42:40.659791 IP 10.0.0.5.34739 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 521201476, win 29200, options [mss 1460,sackOK,TS val 20930568 ecr 0,nop,wscale 7], length 0
19:42:40.864613 IP 10.0.0.5.34740 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 342572507, win 29200, options [mss 1460,sackOK,TS val 20930619 ecr 0,nop,wscale 7], length 0
19:42:41.086128 IP 10.0.0.5.34741 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1436655327, win 29200, options [mss 1460,sackOK,TS val 20930674 ecr 0,nop,wscale 7], length 0
19:42:41.279967 IP 10.0.0.5.34742 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3095100884, win 29200, options [mss 1460,sackOK,TS val 20930723 ecr 0,nop,wscale 7], length 0
19:42:41.485487 IP 10.0.0.5.34744 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 189901454, win 29200, options [mss 1460,sackOK,TS val 20930774 ecr 0,nop,wscale 7], length 0
19:42:41.700021 IP 10.0.0.5.34745 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2347227093, win 29200, options [mss 1460,sackOK,TS val 20930828 ecr 0,nop,wscale 7], length 0
19:42:41.891676 IP 10.0.0.5.34746 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3031376047, win 29200, options [mss 1460,sackOK,TS val 20930876 ecr 0,nop,wscale 7], length 0
19:42:42.115562 IP 10.0.0.5.34747 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1615524093, win 29200, options [mss 1460,sackOK,TS val 20930932 ecr 0,nop,wscale 7], length 0
19:42:42.321416 IP 10.0.0.5.34748 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3964140566, win 29200, options [mss 1460,sackOK,TS val 20930983 ecr 0,nop,wscale 7], length 0
19:42:42.538279 IP 10.0.0.5.34749 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 121635061, win 29200, options [mss 1460,sackOK,TS val 20931037 ecr 0,nop,wscale 7], length 0
19:42:42.743682 IP 10.0.0.5.34750 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2925734178, win 29200, options [mss 1460,sackOK,TS val 20931089 ecr 0,nop,wscale 7], length 0
19:42:42.961922 IP 10.0.0.5.34751 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 705414870, win 29200, options [mss 1460,sackOK,TS val 20931143 ecr 0,nop,wscale 7], length 0
19:42:43.185302 IP 10.0.0.5.34752 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2580463794, win 29200, options [mss 1460,sackOK,TS val 20931199 ecr 0,nop,wscale 7], length 0
19:42:43.392782 IP 10.0.0.5.34753 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1229384798, win 29200, options [mss 1460,sackOK,TS val 20931251 ecr 0,nop,wscale 7], length 0
19:42:43.605660 IP 10.0.0.5.34754 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2917866921, win 29200, options [mss 1460,sackOK,TS val 20931304 ecr 0,nop,wscale 7], length 0
19:42:43.839114 IP 10.0.0.5.34755 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3627431261, win 29200, options [mss 1460,sackOK,TS val 20931363 ecr 0,nop,wscale 7], length 0
19:42:44.044355 IP 10.0.0.5.34756 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3371801797, win 29200, options [mss 1460,sackOK,TS val 20931414 ecr 0,nop,wscale 7], length 0
19:42:44.250282 IP 10.0.0.5.34757 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4208707996, win 29200, options [mss 1460,sackOK,TS val 20931465 ecr 0,nop,wscale 7], length 0
19:42:44.467900 IP 10.0.0.5.34758 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2545769573, win 29200, options [mss 1460,sackOK,TS val 20931520 ecr 0,nop,wscale 7], length 0
19:42:44.681474 IP 10.0.0.5.34759 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1264196893, win 29200, options [mss 1460,sackOK,TS val 20931573 ecr 0,nop,wscale 7], length 0
19:42:44.885271 IP 10.0.0.5.34760 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1775134632, win 29200, options [mss 1460,sackOK,TS val 20931624 ecr 0,nop,wscale 7], length 0
19:42:45.122418 IP 10.0.0.5.34761 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3642039907, win 29200, options [mss 1460,sackOK,TS val 20931683 ecr 0,nop,wscale 7], length 0
19:42:45.345711 IP 10.0.0.5.34762 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2198464092, win 29200, options [mss 1460,sackOK,TS val 20931739 ecr 0,nop,wscale 7], length 0
19:42:45.562708 IP 10.0.0.5.34763 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2092730928, win 29200, options [mss 1460,sackOK,TS val 20931793 ecr 0,nop,wscale 7], length 0
19:42:45.785663 IP 10.0.0.5.34764 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3013914703, win 29200, options [mss 1460,sackOK,TS val 20931849 ecr 0,nop,wscale 7], length 0
19:42:46.007358 IP 10.0.0.5.34765 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 576928889, win 29200, options [mss 1460,sackOK,TS val 20931905 ecr 0,nop,wscale 7], length 0
19:42:46.215006 IP 10.0.0.5.34766 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3201653618, win 29200, options [mss 1460,sackOK,TS val 20931957 ecr 0,nop,wscale 7], length 0
19:42:46.417505 IP 10.0.0.5.34767 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 70663269, win 29200, options [mss 1460,sackOK,TS val 20932007 ecr 0,nop,wscale 7], length 0
19:42:46.635789 IP 10.0.0.5.34768 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 389267283, win 29200, options [mss 1460,sackOK,TS val 20932062 ecr 0,nop,wscale 7], length 0
19:42:46.852972 IP 10.0.0.5.34769 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1302178083, win 29200, options [mss 1460,sackOK,TS val 20932116 ecr 0,nop,wscale 7], length 0
19:42:47.061376 IP 10.0.0.5.34770 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1813412533, win 29200, options [mss 1460,sackOK,TS val 20932168 ecr 0,nop,wscale 7], length 0
19:42:47.268860 IP 10.0.0.5.34771 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1471763459, win 29200, options [mss 1460,sackOK,TS val 20932220 ecr 0,nop,wscale 7], length 0
19:42:47.474613 IP 10.0.0.5.34772 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1782022057, win 29200, options [mss 1460,sackOK,TS val 20932271 ecr 0,nop,wscale 7], length 0
19:42:47.690992 IP 10.0.0.5.34773 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 577541340, win 29200, options [mss 1460,sackOK,TS val 20932326 ecr 0,nop,wscale 7], length 0
19:42:47.898668 IP 10.0.0.5.34774 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2836208640, win 29200, options [mss 1460,sackOK,TS val 20932377 ecr 0,nop,wscale 7], length 0
19:42:48.103476 IP 10.0.0.5.34775 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3396014446, win 29200, options [mss 1460,sackOK,TS val 20932429 ecr 0,nop,wscale 7], length 0
19:42:48.325614 IP 10.0.0.5.34776 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2460307365, win 29200, options [mss 1460,sackOK,TS val 20932484 ecr 0,nop,wscale 7], length 0
19:42:48.544955 IP 10.0.0.5.34777 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3911036463, win 29200, options [mss 1460,sackOK,TS val 20932539 ecr 0,nop,wscale 7], length 0
19:42:48.754662 IP 10.0.0.5.34778 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3120694896, win 29200, options [mss 1460,sackOK,TS val 20932591 ecr 0,nop,wscale 7], length 0
19:42:48.957920 IP 10.0.0.5.34779 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 113024649, win 29200, options [mss 1460,sackOK,TS val 20932642 ecr 0,nop,wscale 7], length 0
